city,country,Gender,Date,Card Type,Exp Type,amount,day_name,holiday_name,holiday_type
Bengaluru," India",Female,2014-12-24,Silver,Grocery,19467,Wednesday,"Christmas Eve","Restricted Holiday"
Bengaluru," India",Female,2014-12-24,Silver,Grocery,19467,Wednesday,"Last day of Hanukkah",Observance
Delhi," India",Female,2015-02-08,Signature,Grocery,43870,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-01-15,Signature,Bills,165527,Wednesday,,
Bengaluru," India",Male,2014-02-19,Signature,Food,145368,Wednesday,"Shivaji Jayanti","Restricted Holiday"
Delhi," India",Male,2015-04-09,Signature,Food,102940,"Thursday ",,
Delhi," India",Male,2014-12-26,Signature,Fuel,231638,"Friday   ",,
"Greater Mumbai"," India",Male,2014-12-09,Gold,Food,295810,"Tuesday  ",,
Bengaluru," India",Female,2015-02-24,Gold,Fuel,186207,"Tuesday  ",,
"Greater Mumbai"," India",Male,2013-10-15,Silver,Food,259903,"Tuesday  ",,
Delhi," India",Male,2014-10-03,Signature,Entertainment,129332,"Friday   ",Dussehra,"Gazetted Holiday"
Delhi," India",Female,2015-01-15,Silver,Entertainment,67579,"Thursday ","Makar Sankranti","Restricted Holiday"
Delhi," India",Female,2015-01-15,Silver,Entertainment,67579,"Thursday ",Pongal,"Restricted Holiday"
"Greater Mumbai"," India",Male,2014-09-10,Gold,Entertainment,129959,Wednesday,,
Delhi," India",Male,2015-05-23,Silver,Fuel,67047,"Saturday ",,
Ahmedabad," India",Female,2013-12-07,Silver,Food,254019,"Saturday ",,
"Greater Mumbai"," India",Male,2013-11-02,Signature,Food,90271,"Saturday ","Naraka Chaturdasi","Restricted Holiday"
Delhi," India",Female,2013-12-13,Signature,Entertainment,189793,"Friday   ",,
Delhi," India",Female,2014-12-28,Silver,Entertainment,135688,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-02-11,Gold,Bills,251244,"Tuesday  ",,
Bengaluru," India",Female,2014-11-01,Platinum,Food,198800,"Saturday ",,
"Greater Mumbai"," India",Female,2015-01-03,Signature,Food,188195,"Saturday ",,
Bengaluru," India",Female,2013-11-06,Platinum,Food,123752,Wednesday,,
Ahmedabad," India",Male,2015-04-18,Silver,Bills,110755,"Saturday ",,
Ahmedabad," India",Male,2014-04-17,Platinum,Fuel,168815,"Thursday ","Maundy Thursday","Observance, Christian"
Ahmedabad," India",Female,2014-11-11,Gold,Entertainment,224525,"Tuesday  ",,
Bengaluru," India",Female,2014-07-09,Platinum,Entertainment,224795,Wednesday,,
Delhi," India",Female,2015-01-17,Silver,Bills,270558,"Saturday ",,
"Greater Mumbai"," India",Female,2013-12-15,Signature,Entertainment,282698,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-04-27,Gold,Fuel,297158,"Sunday   ",,
"Greater Mumbai"," India",Female,2015-03-02,Silver,Fuel,128914,"Monday   ",,
Bengaluru," India",Female,2015-01-05,Platinum,Fuel,170863,"Monday   ","Guru Govind Singh Jayanti","Restricted Holiday"
Ahmedabad," India",Female,2013-11-03,Gold,Entertainment,1844,"Sunday   ",Diwali/Deepavali,"Gazetted Holiday"
"Greater Mumbai"," India",Female,2015-04-18,Signature,Fuel,122519,"Saturday ",,
Ahmedabad," India",Female,2013-10-18,Platinum,Grocery,130626,"Friday   ","Maharishi Valmiki Jayanti","Restricted Holiday"
Delhi," India",Female,2015-04-07,Gold,Food,1350,"Tuesday  ",,
Ahmedabad," India",Male,2014-05-07,Silver,Entertainment,188283,Wednesday,,
Ahmedabad," India",Female,2015-03-30,Signature,Entertainment,101551,"Monday   ",,
"Greater Mumbai"," India",Female,2015-02-07,Silver,Bills,226491,"Saturday ",,
Delhi," India",Female,2013-12-19,Gold,Entertainment,105230,"Thursday ",,
Bengaluru," India",Female,2014-02-08,Silver,Bills,251935,"Saturday ",,
"Greater Mumbai"," India",Female,2014-09-15,Gold,Fuel,57748,"Monday   ",,
Delhi," India",Female,2015-03-11,Gold,Entertainment,213707,Wednesday,,
"Greater Mumbai"," India",Male,2013-11-03,Silver,Food,270276,"Sunday   ",Diwali/Deepavali,"Gazetted Holiday"
Ahmedabad," India",Male,2015-02-20,Gold,Entertainment,113919,"Friday   ",,
Ahmedabad," India",Male,2015-05-15,Signature,Grocery,61661,"Friday   ",,
Delhi," India",Male,2014-10-03,Signature,Bills,70520,"Friday   ",Dussehra,"Gazetted Holiday"
Ahmedabad," India",Female,2015-01-14,Platinum,Bills,196929,Wednesday,,
Delhi," India",Female,2014-02-22,Silver,Fuel,231681,"Saturday ",,
Bengaluru," India",Male,2014-07-26,Gold,Fuel,88526,"Saturday ",,
Ahmedabad," India",Female,2014-11-15,Silver,Food,94891,"Saturday ",,
Ahmedabad," India",Male,2014-04-09,Silver,Fuel,150471,Wednesday,,
"Greater Mumbai"," India",Female,2015-03-12,Silver,Entertainment,26448,"Thursday ",,
Delhi," India",Male,2015-01-04,Signature,Bills,139483,"Sunday   ","Milad un-Nabi","Gazetted Holiday"
"Greater Mumbai"," India",Male,2013-12-08,Gold,Bills,37587,"Sunday   ",,
Delhi," India",Female,2013-11-17,Silver,Food,137266,"Sunday   ","Guru Nanak Jayanti","Gazetted Holiday"
Ahmedabad," India",Male,2015-02-22,Silver,Entertainment,92527,"Sunday   ",,
Bengaluru," India",Female,2014-02-08,Silver,Entertainment,192670,"Saturday ",,
Delhi," India",Female,2014-11-01,Platinum,Entertainment,265220,"Saturday ",,
Delhi," India",Female,2015-01-26,Platinum,Bills,17930,"Monday   ","Republic Day","Gazetted Holiday"
Delhi," India",Male,2014-01-07,Signature,Food,252276,"Tuesday  ","Guru Govind Singh Jayanti","Restricted Holiday"
Ahmedabad," India",Female,2014-04-28,Gold,Grocery,73098,"Monday   ",,
"Greater Mumbai"," India",Male,2015-04-19,Silver,Food,79147,"Sunday   ",,
Delhi," India",Male,2014-10-20,Gold,Grocery,176663,"Monday   ",,
"Greater Mumbai"," India",Female,2014-03-25,Silver,Food,113869,"Tuesday  ",,
Delhi," India",Female,2014-02-13,Signature,Food,199131,"Thursday ",,
Delhi," India",Female,2014-03-31,Gold,Food,230904,"Monday   ","Gudi Padwa","Restricted Holiday"
Delhi," India",Female,2014-03-31,Gold,Food,230904,"Monday   ",Ugadi,"Restricted Holiday"
Delhi," India",Female,2014-03-31,Gold,Food,230904,"Monday   ","Chaitra Sukhladi","Restricted Holiday"
Delhi," India",Male,2014-07-22,Silver,Food,166395,"Tuesday  ",,
"Greater Mumbai"," India",Male,2014-09-04,Silver,Grocery,140457,"Thursday ",,
"Greater Mumbai"," India",Female,2013-12-20,Signature,Food,293741,"Friday   ",,
Ahmedabad," India",Male,2014-08-12,Platinum,Entertainment,222396,"Tuesday  ",,
Delhi," India",Male,2014-01-09,Signature,Bills,215294,"Thursday ",,
Ahmedabad," India",Male,2014-08-14,Signature,Grocery,164958,"Thursday ",,
Delhi," India",Male,2015-02-10,Platinum,Grocery,236187,"Tuesday  ",,
"Greater Mumbai"," India",Male,2013-11-19,Gold,Grocery,24753,"Tuesday  ",,
"Greater Mumbai"," India",Male,2013-11-08,Platinum,Grocery,170174,"Friday   ","Chhat Puja (Pratihar Sashthi/Surya Sashthi)","Restricted Holiday"
Delhi," India",Female,2014-02-07,Platinum,Grocery,11811,"Friday   ",,
Ahmedabad," India",Male,2014-02-01,Platinum,Bills,8498,"Saturday ",,
Delhi," India",Female,2013-12-31,Gold,Food,41506,"Tuesday  ","New Year's Eve",Observance
Ahmedabad," India",Female,2015-02-14,Platinum,Bills,161821,"Saturday ","Valentine's Day",Observance
Ahmedabad," India",Female,2015-02-14,Platinum,Bills,161821,"Saturday ","Maharishi Dayanand Saraswati Jayanti","Restricted Holiday"
Delhi," India",Male,2014-01-01,Signature,Grocery,7400,Wednesday,"New Year's Day","Restricted Holiday"
Delhi," India",Female,2014-01-24,Platinum,Food,54865,"Friday   ",,
Delhi," India",Female,2014-08-07,Gold,Fuel,52777,"Thursday ",,
Delhi," India",Male,2015-05-06,Gold,Grocery,248710,Wednesday,,
Bengaluru," India",Female,2015-01-30,Platinum,Entertainment,3928,"Friday   ",,
Delhi," India",Female,2015-04-24,Platinum,Bills,276608,"Friday   ",,
"Greater Mumbai"," India",Female,2014-08-21,Silver,Grocery,216583,"Thursday ",,
Ahmedabad," India",Female,2014-10-25,Gold,Fuel,215907,"Saturday ","Bhai Duj","Restricted Holiday"
Ahmedabad," India",Female,2014-12-10,Silver,Food,231266,Wednesday,,
Bengaluru," India",Female,2014-05-20,Gold,Entertainment,270198,"Tuesday  ",,
Ahmedabad," India",Male,2015-04-01,Gold,Fuel,211621,Wednesday,,
Ahmedabad," India",Male,2013-12-24,Gold,Grocery,233648,"Tuesday  ","Christmas Eve","Restricted Holiday"
Delhi," India",Male,2014-04-06,Signature,Bills,290239,"Sunday   ",,
Ahmedabad," India",Female,2014-01-31,Silver,Fuel,185758,"Friday   ","Lunar New Year",Observance
Delhi," India",Male,2014-08-21,Platinum,Bills,222789,"Thursday ",,
Delhi," India",Female,2014-11-12,Signature,Grocery,276758,Wednesday,,
Delhi," India",Male,2014-10-02,Signature,Grocery,15613,"Thursday ","Maha Ashtami","Restricted Holiday"
Delhi," India",Male,2014-10-02,Signature,Grocery,15613,"Thursday ","Mahatma Gandhi Jayanti","Gazetted Holiday"
"Greater Mumbai"," India",Female,2014-01-12,Platinum,Grocery,128863,"Sunday   ",,
Delhi," India",Male,2014-03-29,Signature,Bills,115603,"Saturday ",,
"Greater Mumbai"," India",Male,2014-11-06,Silver,Entertainment,28913,"Thursday ","Guru Nanak Jayanti","Gazetted Holiday"
Bengaluru," India",Male,2013-11-15,Signature,Fuel,41147,"Friday   ",,
"Greater Mumbai"," India",Female,2015-01-24,Platinum,Grocery,194768,"Saturday ","Vasant Panchami","Restricted Holiday"
Delhi," India",Female,2015-01-18,Platinum,Grocery,205265,"Sunday   ",,
"Greater Mumbai"," India",Male,2013-11-21,Gold,Grocery,41848,"Thursday ",,
Delhi," India",Male,2014-10-05,Signature,Grocery,117848,"Sunday   ",,
Bengaluru," India",Female,2014-11-03,Platinum,Food,172681,"Monday   ",,
Bengaluru," India",Male,2014-08-27,Silver,Grocery,262641,Wednesday,,
Delhi," India",Male,2014-09-10,Signature,Grocery,75247,Wednesday,,
"Greater Mumbai"," India",Female,2014-09-07,Signature,Entertainment,137341,"Sunday   ",,
Bengaluru," India",Female,2014-09-07,Platinum,Bills,61758,"Sunday   ",,
Delhi," India",Female,2014-01-28,Silver,Fuel,288445,"Tuesday  ",,
"Greater Mumbai"," India",Male,2015-02-08,Platinum,Fuel,290925,"Sunday   ",,
Delhi," India",Male,2014-02-27,Signature,Entertainment,33392,"Thursday ","Maha Shivaratri/Shivaratri","Gazetted Holiday"
Delhi," India",Male,2014-09-12,Gold,Bills,168253,"Friday   ",,
Ahmedabad," India",Male,2013-10-15,Signature,Fuel,287269,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-03-03,Silver,Fuel,186958,"Monday   ",,
"Greater Mumbai"," India",Male,2014-07-09,Signature,Entertainment,49514,Wednesday,,
"Greater Mumbai"," India",Male,2014-07-02,Signature,Entertainment,67168,Wednesday,,
Bengaluru," India",Male,2015-05-26,Gold,Fuel,12590,"Tuesday  ",,
Bengaluru," India",Male,2014-05-27,Signature,Food,181810,"Tuesday  ",,
Bengaluru," India",Female,2015-01-29,Platinum,Grocery,76912,"Thursday ",,
Ahmedabad," India",Male,2014-12-02,Signature,Fuel,224056,"Tuesday  ",,
Delhi," India",Female,2014-12-28,Gold,Grocery,281136,"Sunday   ",,
Delhi," India",Male,2015-04-19,Gold,Bills,141172,"Sunday   ",,
"Greater Mumbai"," India",Male,2014-10-02,Signature,Bills,70617,"Thursday ","Maha Ashtami","Restricted Holiday"
"Greater Mumbai"," India",Male,2014-10-02,Signature,Bills,70617,"Thursday ","Mahatma Gandhi Jayanti","Gazetted Holiday"
"Greater Mumbai"," India",Male,2014-08-02,Platinum,Grocery,234502,"Saturday ",,
Bengaluru," India",Female,2014-12-26,Silver,Entertainment,142791,"Friday   ",,
Bengaluru," India",Male,2013-12-17,Signature,Grocery,179188,"Tuesday  ",,
Delhi," India",Female,2014-09-30,Platinum,Entertainment,251874,"Tuesday  ","First Day of Durga Puja Festivities","Observance, Hinduism"
Bengaluru," India",Female,2013-12-14,Silver,Food,173068,"Saturday ",,
Delhi," India",Female,2013-10-28,Signature,Entertainment,136974,"Monday   ",,
Ahmedabad," India",Female,2013-12-12,Signature,Food,252661,"Thursday ",,
Bengaluru," India",Female,2014-01-30,Silver,Entertainment,37470,"Thursday ",,
"Greater Mumbai"," India",Male,2015-03-31,Signature,Fuel,113250,"Tuesday  ",,
Bengaluru," India",Female,2014-09-22,Signature,Entertainment,250103,"Monday   ",,
Ahmedabad," India",Female,2014-12-21,Signature,Grocery,133964,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-07-12,Platinum,Entertainment,121882,"Saturday ","Guru Purnima",Observance
Delhi," India",Male,2014-04-22,Silver,Food,97902,"Tuesday  ",,
Delhi," India",Female,2014-06-08,Platinum,Bills,274734,"Sunday   ",,
Ahmedabad," India",Male,2014-11-25,Gold,Fuel,174256,"Tuesday  ",,
Ahmedabad," India",Male,2015-01-14,Signature,Fuel,141254,Wednesday,,
Ahmedabad," India",Female,2014-05-09,Gold,Grocery,56117,"Friday   ","Birthday of Rabindranath","Restricted Holiday"
"Greater Mumbai"," India",Male,2014-10-31,Silver,Fuel,68866,"Friday   ",Halloween,Observance
Bengaluru," India",Male,2014-01-24,Platinum,Entertainment,206381,"Friday   ",,
Delhi," India",Female,2013-12-15,Silver,Fuel,53903,"Sunday   ",,
Delhi," India",Male,2013-12-19,Silver,Fuel,23271,"Thursday ",,
"Greater Mumbai"," India",Male,2015-01-11,Signature,Entertainment,1240,"Sunday   ",,
Ahmedabad," India",Female,2014-02-21,Platinum,Grocery,191537,"Friday   ",,
Bengaluru," India",Male,2013-11-24,Platinum,Fuel,108465,"Sunday   ","Guru Tegh Bahadur's Martyrdom Day","Restricted Holiday"
Ahmedabad," India",Female,2014-01-31,Gold,Grocery,75608,"Friday   ","Lunar New Year",Observance
"Greater Mumbai"," India",Female,2015-02-02,Silver,Fuel,186193,"Monday   ",,
Bengaluru," India",Female,2013-10-31,Gold,Bills,12192,"Thursday ",Halloween,Observance
Bengaluru," India",Male,2014-01-30,Platinum,Grocery,226403,"Thursday ",,
Bengaluru," India",Male,2014-10-20,Signature,Grocery,70664,"Monday   ",,
Delhi," India",Female,2014-06-26,Gold,Food,38762,"Thursday ",,
"Greater Mumbai"," India",Female,2015-03-25,Signature,Grocery,188168,Wednesday,,
Bengaluru," India",Female,2015-04-03,Signature,Bills,126353,"Friday   ","Good Friday","Gazetted Holiday"
"Greater Mumbai"," India",Female,2014-07-13,Platinum,Fuel,21307,"Sunday   ",,
Bengaluru," India",Female,2014-06-18,Platinum,Food,185517,Wednesday,,
Delhi," India",Male,2014-05-08,Gold,Fuel,48863,"Thursday ",,
Ahmedabad," India",Male,2013-12-10,Platinum,Fuel,198741,"Tuesday  ",,
"Greater Mumbai"," India",Female,2013-11-05,Silver,Grocery,262898,"Tuesday  ","Bhai Duj","Restricted Holiday"
Delhi," India",Male,2013-10-04,Platinum,Entertainment,237165,"Friday   ",,
Bengaluru," India",Male,2013-12-19,Platinum,Food,25619,"Thursday ",,
Bengaluru," India",Male,2014-04-11,Signature,Entertainment,270610,"Friday   ",,
Ahmedabad," India",Male,2013-12-25,Silver,Bills,42511,Wednesday,Christmas,"Gazetted Holiday"
"Greater Mumbai"," India",Female,2014-03-12,Signature,Food,156017,Wednesday,,
Delhi," India",Male,2015-01-08,Silver,Bills,200475,"Thursday ",,
Bengaluru," India",Female,2013-12-08,Gold,Bills,157978,"Sunday   ",,
"Greater Mumbai"," India",Female,2015-03-28,Silver,Bills,199306,"Saturday ","Rama Navami","Gazetted Holiday"
Delhi," India",Male,2014-05-04,Signature,Fuel,51590,"Sunday   ",,
"Greater Mumbai"," India",Male,2014-01-09,Silver,Food,246198,"Thursday ",,
Delhi," India",Female,2014-05-10,Gold,Bills,120543,"Saturday ",,
Delhi," India",Male,2014-05-11,Gold,Fuel,139841,"Sunday   ","Mother’s Day",Observance
Delhi," India",Female,2014-09-14,Gold,Bills,220258,"Sunday   ",,
"Greater Mumbai"," India",Male,2014-01-15,Gold,Food,132481,Wednesday,,
Bengaluru," India",Male,2014-12-15,Silver,Grocery,61692,"Monday   ",,
"Greater Mumbai"," India",Male,2015-05-14,Platinum,Fuel,88082,"Thursday ",,
Delhi," India",Female,2014-06-12,Silver,Bills,174952,"Thursday ",,
Delhi," India",Male,2014-03-31,Signature,Grocery,209987,"Monday   ","Gudi Padwa","Restricted Holiday"
Delhi," India",Male,2014-03-31,Signature,Grocery,209987,"Monday   ",Ugadi,"Restricted Holiday"
Delhi," India",Male,2014-03-31,Signature,Grocery,209987,"Monday   ","Chaitra Sukhladi","Restricted Holiday"
Ahmedabad," India",Female,2015-05-22,Gold,Grocery,189119,"Friday   ",,
Bengaluru," India",Male,2014-01-11,Silver,Fuel,255656,"Saturday ",,
Bengaluru," India",Male,2014-08-04,Platinum,Bills,121667,"Monday   ",,
Ahmedabad," India",Female,2013-11-09,Silver,Food,19608,"Saturday ",,
Bengaluru," India",Female,2014-11-14,Platinum,Grocery,217503,"Friday   ",,
Bengaluru," India",Female,2014-07-06,Signature,Entertainment,153348,"Sunday   ",,
Ahmedabad," India",Male,2014-01-27,Gold,Bills,205550,"Monday   ",,
"Greater Mumbai"," India",Female,2014-02-25,Platinum,Grocery,107984,"Tuesday  ",,
Ahmedabad," India",Male,2015-05-16,Platinum,Grocery,77573,"Saturday ",,
Bengaluru," India",Male,2015-03-16,Silver,Bills,115115,"Monday   ",,
Ahmedabad," India",Female,2014-03-27,Platinum,Fuel,5099,"Thursday ",,
Bengaluru," India",Female,2015-02-26,Silver,Grocery,209839,"Thursday ",,
"Greater Mumbai"," India",Male,2015-02-10,Silver,Grocery,119345,"Tuesday  ",,
Ahmedabad," India",Female,2013-11-08,Silver,Bills,55064,"Friday   ","Chhat Puja (Pratihar Sashthi/Surya Sashthi)","Restricted Holiday"
Delhi," India",Male,2014-10-03,Silver,Fuel,218150,"Friday   ",Dussehra,"Gazetted Holiday"
Delhi," India",Male,2014-02-01,Signature,Fuel,79090,"Saturday ",,
Delhi," India",Male,2014-03-13,Platinum,Entertainment,89747,"Thursday ",,
Bengaluru," India",Male,2013-11-23,Platinum,Fuel,261642,"Saturday ",,
Bengaluru," India",Female,2013-12-15,Signature,Bills,118536,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-11-08,Signature,Entertainment,232296,"Saturday ",,
"Greater Mumbai"," India",Female,2015-01-08,Silver,Bills,299784,"Thursday ",,
Bengaluru," India",Male,2013-10-12,Signature,Fuel,26752,"Saturday ","Maha Ashtami","Restricted Holiday"
Ahmedabad," India",Male,2013-10-21,Silver,Bills,6528,"Monday   ",,
Bengaluru," India",Female,2014-01-24,Silver,Food,50498,"Friday   ",,
Bengaluru," India",Male,2014-08-22,Gold,Food,211011,"Friday   ",,
Delhi," India",Male,2015-03-13,Gold,Fuel,111650,"Friday   ",,
"Greater Mumbai"," India",Female,2013-10-10,Silver,Grocery,90839,"Thursday ","First Day of Durga Puja Festivities","Observance, Hinduism"
"Greater Mumbai"," India",Male,2014-08-06,Gold,Food,295234,Wednesday,,
Ahmedabad," India",Male,2014-12-24,Platinum,Grocery,88517,Wednesday,"Christmas Eve","Restricted Holiday"
Ahmedabad," India",Male,2014-12-24,Platinum,Grocery,88517,Wednesday,"Last day of Hanukkah",Observance
"Greater Mumbai"," India",Female,2014-08-13,Platinum,Fuel,246458,Wednesday,,
Bengaluru," India",Male,2015-03-14,Signature,Entertainment,75792,"Saturday ",,
Ahmedabad," India",Male,2013-12-02,Platinum,Grocery,200492,"Monday   ",,
Delhi," India",Male,2015-01-15,Gold,Fuel,251900,"Thursday ","Makar Sankranti","Restricted Holiday"
Delhi," India",Male,2015-01-15,Gold,Fuel,251900,"Thursday ",Pongal,"Restricted Holiday"
Delhi," India",Female,2014-09-29,Gold,Entertainment,200657,"Monday   ",,
Bengaluru," India",Male,2014-07-04,Signature,Bills,297255,"Friday   ",,
"Greater Mumbai"," India",Male,2014-01-06,Silver,Bills,288572,"Monday   ",,
"Greater Mumbai"," India",Male,2014-06-28,Platinum,Entertainment,133486,"Saturday ",,
"Greater Mumbai"," India",Female,2014-10-16,Platinum,Bills,56880,"Thursday ",,
"Greater Mumbai"," India",Female,2014-09-16,Gold,Bills,109118,"Tuesday  ",,
"Greater Mumbai"," India",Male,2015-05-12,Gold,Bills,84124,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-10-30,Gold,Grocery,135532,"Thursday ",,
Ahmedabad," India",Female,2013-12-19,Silver,Bills,237753,"Thursday ",,
"Greater Mumbai"," India",Male,2013-12-25,Gold,Food,294624,Wednesday,Christmas,"Gazetted Holiday"
"Greater Mumbai"," India",Male,2014-08-01,Silver,Grocery,245860,"Friday   ",,
Bengaluru," India",Female,2013-12-26,Gold,Fuel,107051,"Thursday ",,
Bengaluru," India",Female,2015-05-10,Gold,Entertainment,194659,"Sunday   ","Mother’s Day",Observance
Ahmedabad," India",Female,2014-04-27,Signature,Food,250163,"Sunday   ",,
Bengaluru," India",Female,2013-10-06,Platinum,Grocery,172280,"Sunday   ",,
Bengaluru," India",Male,2015-02-27,Gold,Food,41404,"Friday   ",,
Bengaluru," India",Female,2013-11-13,Platinum,Fuel,11198,Wednesday,,
"Greater Mumbai"," India",Female,2015-05-22,Silver,Food,226206,"Friday   ",,
Ahmedabad," India",Male,2014-06-06,Platinum,Food,236782,"Friday   ",,
Bengaluru," India",Male,2015-05-22,Silver,Fuel,42785,"Friday   ",,
Delhi," India",Female,2015-03-02,Gold,Food,159250,"Monday   ",,
Delhi," India",Female,2014-08-15,Signature,Entertainment,173450,"Friday   ","Independence Day","Gazetted Holiday"
Delhi," India",Male,2014-06-13,Signature,Fuel,51582,"Friday   ",,
Ahmedabad," India",Male,2014-05-22,Signature,Grocery,82565,"Thursday ",,
Bengaluru," India",Male,2015-03-17,Silver,Food,99155,"Tuesday  ",,
Bengaluru," India",Male,2014-10-31,Platinum,Bills,274157,"Friday   ",Halloween,Observance
